method,rank,query_artist,query_song,query_genre,match_artist,match_song,match_genre,score
TF-IDF correlation,1,Michael Jackson,All The Things You Are,blues,Colin James,These Arms Of Mine,blues,0.33382680501338263
TF-IDF correlation,2,Michael Jackson,All The Things You Are,blues,Big Bad Voodoo Daddy,Please Baby,jazz,0.28407429500043724
TF-IDF correlation,3,Michael Jackson,All The Things You Are,blues,Michael Jackson,Baby Be Mine,pop,0.26433981093943965
TF-IDF correlation,1,John Mayer,Vultures,blues,Barry White,Never Gonna Give You Up,r&b/soul,0.2669084762600575
TF-IDF correlation,2,John Mayer,Vultures,blues,Matisyahu,Fire and Heights,reggae,0.26158100130651957
TF-IDF correlation,3,John Mayer,Vultures,blues,Matisyahu,Jerusalem,reggae,0.2548344826639111
TF-IDF correlation,1,John Mayer,Out Of My Mind,blues,Heatmiser,Half Right,rock,0.2648186021700256
TF-IDF correlation,2,John Mayer,Out Of My Mind,blues,Pop Levi,Hades Lady,rock,0.24657499773370492
TF-IDF correlation,3,John Mayer,Out Of My Mind,blues,Camper Van Beethoven,Sad Lover's Waltz,rock,0.24414805428864295
TF-IDF correlation,1,R. Kelly,Hump Bounce,blues,Bowling For Soup,Here We Go,punk,0.3014172856362297
TF-IDF correlation,2,R. Kelly,Hump Bounce,blues,Wade Hayes,Don't Stop,country,0.29480518619702717
TF-IDF correlation,3,R. Kelly,Hump Bounce,blues,The Adicts,Disco,punk,0.2931456528276361
TF-IDF correlation,1,R. Kelly,Intro - The Sermon,blues,Jennifer Lopez,The Way It Is,pop,0.2827881007112881
TF-IDF correlation,2,R. Kelly,Intro - The Sermon,blues,Beastie Boys,Pass The Mic (Pt. 2_ Skills To Pay The Bills) (2009 Digital Remaster),hip hop,0.27007245555962217
TF-IDF correlation,3,R. Kelly,Intro - The Sermon,blues,Fiona Apple,Oh Well,folk,0.2635720673885267
TF-IDF correlation,1,Michael Jackson,Call On Me,blues,Ryan Leslie,Just Right,r&b/soul,0.32090597542711247
TF-IDF correlation,2,Michael Jackson,Call On Me,blues,Eternal,Oh Baby I,r&b/soul,0.2977159665699159
TF-IDF correlation,3,Michael Jackson,Call On Me,blues,Matt Wertz,5:19,folk,0.2937370937322188
TF-IDF correlation,1,The Black Keys,Oceans and Streams,blues,Udo,What Can I Say,metal,0.23641812027629525
TF-IDF correlation,2,The Black Keys,Oceans and Streams,blues,Gabrielle,Dreams,r&b/soul,0.226879272322125
TF-IDF correlation,3,The Black Keys,Oceans and Streams,blues,Lemar,Time To Grow,r&b/soul,0.225176074124797
TF-IDF correlation,1,The Black Keys,10 A.M. Automatic,blues,Fishbone,Bonin' In The Boneyard,r&b/soul,0.4012205699845164
TF-IDF correlation,2,The Black Keys,10 A.M. Automatic,blues,Johnny Winter,Rockin' Pneumonia,blues,0.33290032099361433
TF-IDF correlation,3,The Black Keys,10 A.M. Automatic,blues,Percy Sledge,Baby Help Me,r&b/soul,0.29048719802810885
TF-IDF correlation,1,The Black Keys,Aeroplane Blues,blues,Ziggy Marley And The Melody Makers,13 Months Of Sunshine,reggae,0.33451866150126996
TF-IDF correlation,2,The Black Keys,Aeroplane Blues,blues,Jimmy Cliff,Sufferin' In The Land,reggae,0.30445558606158546
TF-IDF correlation,3,The Black Keys,Aeroplane Blues,blues,Body Count,Masters Of Revenge,rock,0.2637379290103196
TF-IDF correlation,1,The Black Keys,All Hands Against His Own,blues,Gang Of Four,Outside The Trains Don't Run On Time,punk,0.4603499476131318
TF-IDF correlation,2,The Black Keys,All Hands Against His Own,blues,Jill Scott,Brotha,r&b/soul,0.4390679728279622
TF-IDF correlation,3,The Black Keys,All Hands Against His Own,blues,Blink-182,GO,punk,0.41553536896423193
TF-IDF correlation,1,The Black Keys,Black Door,blues,The Donnas,Take Me To The Backseat (Album Version),rock,0.3807779530304691
TF-IDF correlation,2,The Black Keys,Black Door,blues,Eternal,Oh Baby I,r&b/soul,0.2771741243567831
TF-IDF correlation,3,The Black Keys,Black Door,blues,Bad Brains,Don't Bother Me (Bad Brains),punk,0.2716883931050217
TF-IDF correlation,1,The Black Keys,Busted,blues,Heideroosjes,If Trust Is Broken...,punk,0.28022358990612367
TF-IDF correlation,2,The Black Keys,Busted,blues,Keith Sweat,Caught Up,r&b/soul,0.2698183713073984
TF-IDF correlation,3,The Black Keys,Busted,blues,Bunny Wailer,Walk The Proud Land,reggae,0.25365493122249905
TF-IDF correlation,1,The Black Keys,Give Your Heart Away,blues,Dru Hill,Share My World,r&b/soul,0.2961880285407958
TF-IDF correlation,2,The Black Keys,Give Your Heart Away,blues,Sean Lennon,One Night,pop,0.29503198293003513
TF-IDF correlation,3,The Black Keys,Give Your Heart Away,blues,Twenty 4 Seven,Take Me Away,electronic,0.29238428017495305
TF-IDF correlation,1,The Black Keys,Grown So Ugly,blues,Elmore James,Whose Muddy Shoes,blues,0.3298141133837965
TF-IDF correlation,2,The Black Keys,Grown So Ugly,blues,Mississippi Fred McDowell,Louise,blues,0.29930661801950176
TF-IDF correlation,3,The Black Keys,Grown So Ugly,blues,Snoop Dogg,Snoopafella (Edited),hip hop,0.24587179363709624
TF-IDF correlation,1,The Black Keys,Hard Row,blues,The Jacksons,Enjoy Yourself,r&b/soul,0.3842375826348613
TF-IDF correlation,2,The Black Keys,Hard Row,blues,Ella Fitzgerald,Let Yourself Go,jazz,0.3217388192832361
TF-IDF correlation,3,The Black Keys,Hard Row,blues,Lighthouse Family,Whatever Gets You Through The Day,jazz,0.2984525215735433
TF-IDF correlation,1,The Black Keys,I Got Mine,blues,Fairground Attraction,Winter Rose,folk,0.377166992583767
TF-IDF correlation,2,The Black Keys,I Got Mine,blues,Big Bad Voodoo Daddy,Please Baby,jazz,0.352592068223336
TF-IDF correlation,3,The Black Keys,I Got Mine,blues,Blind Willie McTell,Rollin' Mama Blues,blues,0.3201457760710266
TF-IDF correlation,1,The Black Keys,If You See Me,blues,Katerine,Treat Me Like A Lady,pop,0.32073361853732135
TF-IDF correlation,2,The Black Keys,If You See Me,blues,Buddy Holly,Door To My Heart,country,0.3135721527424265
TF-IDF correlation,3,The Black Keys,If You See Me,blues,Roy Orbison,Candy Man,blues,0.2885113904243034
TF-IDF correlation,1,The Black Keys,Lies,blues,Public Image Ltd,Where Are You?,punk,0.2732428394341278
TF-IDF correlation,2,The Black Keys,Lies,blues,Utada,Crossover Interlude,pop,0.27186899177074764
TF-IDF correlation,3,The Black Keys,Lies,blues,Warlock,Kiss Of Death,metal,0.270988543363151
TF-IDF correlation,1,The Black Keys,Next Girl,blues,Frank Sinatra,The Girl That I Marry,jazz,0.3128762245779105
TF-IDF correlation,2,The Black Keys,Next Girl,blues,Paul Potts,Cavatina,classical,0.29610276362482907
TF-IDF correlation,3,The Black Keys,Next Girl,blues,Frank Sinatra,The Girl Next Door,jazz,0.2917931650775202
TF-IDF correlation,1,The Black Keys,No Fun,blues,The Stooges,No Fun (Remasterd LP Version),punk,0.6557596405180779
TF-IDF correlation,2,The Black Keys,No Fun,blues,The Presets,Kicking And Screaming,electronic,0.3460399580720138
TF-IDF correlation,3,The Black Keys,No Fun,blues,Devo,Time Out For Fun,punk,0.32651907063521945
TF-IDF correlation,1,The Black Keys,Stack Shot Billy,blues,Suicidal Tendencies,I Shot The Devil,punk,0.34296503581870547
TF-IDF correlation,2,The Black Keys,Stack Shot Billy,blues,Neil Young,Down By The River [Live At Massey Hall 1971],folk,0.3286827208489083
TF-IDF correlation,3,The Black Keys,Stack Shot Billy,blues,Carbon Leaf,American Tale,folk,0.31101071926586693
TF-IDF correlation,1,The Black Keys,Ten Cent Pistol,blues,Marilyn Manson,Cyclops,metal,0.28075127881332657
TF-IDF correlation,2,The Black Keys,Ten Cent Pistol,blues,Tracy Byrd,Right About Now,country,0.27631759873981576
TF-IDF correlation,3,The Black Keys,Ten Cent Pistol,blues,Dave Barnes,You Do The Same For Me,jazz,0.2610752269483494
TF-IDF correlation,1,The Black Keys,The Flame,blues,ERIC SARDINAS,Flames of Love,blues,0.3822092814490332
TF-IDF correlation,2,The Black Keys,The Flame,blues,GG Allin,Kissing The Flames,country,0.3744057304747909
TF-IDF correlation,3,The Black Keys,The Flame,blues,Dinah Washington,Wheel Of Fortune,jazz,0.3308544379325922
TF-IDF correlation,1,The Black Keys,These Days,blues,The Brand New Heavies,Last to Know,jazz,0.2716543240626588
TF-IDF correlation,2,The Black Keys,These Days,blues,Rich Mullins,The Howling,folk,0.2601883616457552
TF-IDF correlation,3,The Black Keys,These Days,blues,Zimmers Hole,Death To The Dodgers Of Soap,metal,0.25227942496697414
TF-IDF correlation,1,The Black Keys,When The Lights Go Out,blues,Regina Belle,Just Don't Want To Be Lonely,r&b/soul,0.30777913862448825
TF-IDF correlation,2,The Black Keys,When The Lights Go Out,blues,Cake,Alpha Beta Parking Lot,rock,0.25984598016198446
TF-IDF correlation,3,The Black Keys,When The Lights Go Out,blues,Disco,Enemmän,pop,0.2596968691802431
TF-IDF correlation,1,The Black Keys,Have Love Will Travel,blues,The Dells,I Miss You,r&b/soul,0.4000576616896385
TF-IDF correlation,2,The Black Keys,Have Love Will Travel,blues,Shania Twain,I'm Not In The Mood (To Say No)!,country,0.3531317376986657
TF-IDF correlation,3,The Black Keys,Have Love Will Travel,blues,Bob Marley & The Wailers,Reggae On Broadway,reggae,0.34207793763701555
TF-IDF correlation,1,Ray Charles,C.C. Rider,blues,Duran Duran,All Along The Water,pop,0.30808077620946794
TF-IDF correlation,2,Ray Charles,C.C. Rider,blues,Fats Domino,Careless Love,blues,0.30044830643213055
TF-IDF correlation,3,Ray Charles,C.C. Rider,blues,Richard Hawley,Coming Home (Live At Sheffield City Hall),pop,0.26843344031122246
TF-IDF correlation,1,Ray Charles,I Got a Woman,blues,Gary Moore,Only Fool In Town (2002 Digital Remaster),blues,0.40104074681102947
TF-IDF correlation,2,Ray Charles,I Got a Woman,blues,The Fabulous Thunderbirds,Full-Time Lover,blues,0.3438143203314197
TF-IDF correlation,3,Ray Charles,I Got a Woman,blues,Ohio Players,It's All Over,jazz,0.3338366062936843
TF-IDF correlation,1,Ray Charles,The Sun's Gonna Shine Again,blues,Hayseed Dixie,Black Dog,country,0.30043334976880487
TF-IDF correlation,2,Ray Charles,The Sun's Gonna Shine Again,blues,Simian Mobile Disco,I BELIEVE,electronic,0.29919760970521025
TF-IDF correlation,3,Ray Charles,The Sun's Gonna Shine Again,blues,The Kingston Trio,When The Saints Go Marching In,country,0.27890141769695076
TF-IDF correlation,1,Ray Charles,Losing Hand,blues,Keith Sweat,Caught Up,r&b/soul,0.28601031737395005
TF-IDF correlation,2,Ray Charles,Losing Hand,blues,The Emotions,I Don't Wanna Lose Your Love,r&b/soul,0.2726574652953868
TF-IDF correlation,3,Ray Charles,Losing Hand,blues,Amerie,Higher,r&b/soul,0.2627590007544304
TF-IDF correlation,1,Blake Shelton,Nobody But Me (Album Version),blues,Adina Howard,Nasty Grind,r&b/soul,0.3604514794340182
TF-IDF correlation,2,Blake Shelton,Nobody But Me (Album Version),blues,Tina Dico,Nobody's Man,pop,0.32926355711337324
TF-IDF correlation,3,Blake Shelton,Nobody But Me (Album Version),blues,Ohio Players,It's All Over,jazz,0.31294272788879685
TF-IDF correlation,1,Etta James,A Sunday Kind of Love,blues,Mariah Carey,Sprung,r&b/soul,0.3675959557359181
TF-IDF correlation,2,Etta James,A Sunday Kind of Love,blues,T.Rex,London Boys,rock,0.3638562312955746
TF-IDF correlation,3,Etta James,A Sunday Kind of Love,blues,Reel Big Fish,I'm Cool,reggae,0.32983582633734115
TF-IDF correlation,1,Etta James,I Just Want To Make Love To You,blues,Willie Dixon,I Just Want To Make Love To You,blues,0.696046168514114
TF-IDF correlation,2,Etta James,I Just Want To Make Love To You,blues,Tristan Prettyman,You Got Me,folk,0.3456365527136809
TF-IDF correlation,3,Etta James,I Just Want To Make Love To You,blues,Keith Sweat,Give Me What I Want (LP Version),r&b/soul,0.3304930478459999
TF-IDF correlation,1,Etta James,My Dearest Darling,blues,UB40,Come Back Darling,reggae,0.38824963885186176
TF-IDF correlation,2,Etta James,My Dearest Darling,blues,Johnny Nash,Stir It Up,reggae,0.3822930110479686
TF-IDF correlation,3,Etta James,My Dearest Darling,blues,Percy Sledge,My Special Prayer,r&b/soul,0.36602336604671587
TF-IDF correlation,1,Etta James,W.O.M.A.N.,blues,Nine Inch Nails,The Great Collapse,electronic,0.40433692360692824
TF-IDF correlation,2,Etta James,W.O.M.A.N.,blues,Bette Midler,I'm A Woman,blues,0.39291434656624985
TF-IDF correlation,3,Etta James,W.O.M.A.N.,blues,Eric Clapton,Kind Hearted Woman Blues (Album Version),blues,0.3776983005558466
TF-IDF correlation,1,Eric Clapton,Alberta,blues,Connie Smith,Ain't Had No Lovin',country,0.3748212781843181
TF-IDF correlation,2,Eric Clapton,Alberta,blues,Brian McKnight,Been So Long,r&b/soul,0.3520447779730232
TF-IDF correlation,3,Eric Clapton,Alberta,blues,Brian McKnight,Try Our Love Again,r&b/soul,0.32778265448258354
TF-IDF correlation,1,Eric Clapton,Before You Accuse Me (Take A Look At Yourself),blues,Bo Diddley,Before You Accuse Me,blues,0.8209281184345241
TF-IDF correlation,2,Eric Clapton,Before You Accuse Me (Take A Look At Yourself),blues,Rancid,Up To No Good,reggae,0.3073885702867393
TF-IDF correlation,3,Eric Clapton,Before You Accuse Me (Take A Look At Yourself),blues,Metallic Falcons,four hearts,folk,0.2576466024315509
TF-IDF correlation,1,Eric Clapton,Early In The Morning,blues,Fleetwood Mac,Allow Me One More Show,blues,0.27964959232879144
TF-IDF correlation,2,Eric Clapton,Early In The Morning,blues,Townes Van Zandt,If I Needed You,folk,0.2672287668917477
TF-IDF correlation,3,Eric Clapton,Early In The Morning,blues,Tab Benoit,Shining Moon,blues,0.2645675746192127
TF-IDF correlation,1,Eric Clapton,Floating Bridge,blues,The Allman Brothers Band,Stormy Monday,blues,0.28696926401100564
TF-IDF correlation,2,Eric Clapton,Floating Bridge,blues,John Lee Hooker,Down At The Landing,blues,0.24337488303530913
TF-IDF correlation,3,Eric Clapton,Floating Bridge,blues,Anatomy Of A Ghost,Since Yesterday,punk,0.23284613488148675
TF-IDF correlation,1,Eric Clapton,Kind Hearted Woman Blues (Album Version),blues,Robert Johnson,Kindhearted Woman Blues,blues,0.9162718752647188
TF-IDF correlation,2,Eric Clapton,Kind Hearted Woman Blues (Album Version),blues,Ten Years After,Woman Trouble,blues,0.41579887945661137
TF-IDF correlation,3,Eric Clapton,Kind Hearted Woman Blues (Album Version),blues,Etta James,W.O.M.A.N.,blues,0.3776983005558498
TF-IDF correlation,1,Michael Bublé,That's All (Album Version),classical,S Club,Straight From The Heart,pop,0.3130381666187311
TF-IDF correlation,2,Michael Bublé,That's All (Album Version),classical,Paul Anka,Love Me Warm And Tender,punk,0.29936880974009894
TF-IDF correlation,3,Michael Bublé,That's All (Album Version),classical,Webb Pierce,Even Tho',country,0.2968609206391679
TF-IDF correlation,1,Josh Groban,America (Revised Live Version),classical,Simon & Garfunkel,America,folk,0.9924969031656143
TF-IDF correlation,2,Josh Groban,America (Revised Live Version),classical,Leonard Cohen,Death Of A Ladies' Man,folk,0.2958101396041993
TF-IDF correlation,3,Josh Groban,America (Revised Live Version),classical,Geggy Tah,I Forgot,rock,0.29135040251372335
TF-IDF correlation,1,Josh Groban,Broken Vow (Album Version),classical,G4,Broken Vow,classical,0.9939747241305733
TF-IDF correlation,2,Josh Groban,Broken Vow (Album Version),classical,Westlife,More Than Words,pop,0.28556102200530176
TF-IDF correlation,3,Josh Groban,Broken Vow (Album Version),classical,Seventh Day Slumber,Broken Buildings,rock,0.2669272023325974
TF-IDF correlation,1,Josh Groban,Gira Con Me Questa Notte (Album Version),classical,Paul Potts,Piano (Memory),classical,0.7537827965739283
TF-IDF correlation,2,Josh Groban,Gira Con Me Questa Notte (Album Version),classical,Lara Fabian,Caruso,classical,0.7309865568449835
TF-IDF correlation,3,Josh Groban,Gira Con Me Questa Notte (Album Version),classical,Sergio Cammariere,La Canzone Dell' Impossibile,jazz,0.7245461209958305
TF-IDF correlation,1,Josh Groban,Hymne A L'Amour (Album Version),classical,Amandine Bourgeois,L'Homme De La Situation,pop,0.7003391462524376
TF-IDF correlation,2,Josh Groban,Hymne A L'Amour (Album Version),classical,Lokua Kanza,A Tes Côtés,folk,0.6933665105605906
TF-IDF correlation,3,Josh Groban,Hymne A L'Amour (Album Version),classical,Grégory Lemarchal,Mon Ange,pop,0.6815853367033107
TF-IDF correlation,1,Josh Groban,It Came Upon A Midnight Clear (Album Version),classical,The Waterboys,The Crash Of Angel Wings,rock,0.3918743105463576
TF-IDF correlation,2,Josh Groban,It Came Upon A Midnight Clear (Album Version),classical,Brooks & Dunn,You're My Angel,country,0.38357824041386185
TF-IDF correlation,3,Josh Groban,It Came Upon A Midnight Clear (Album Version),classical,Flipsyde,Angel,hip hop,0.32761992778669974
TF-IDF correlation,1,Josh Groban,Let Me Fall (From Cirque du Soleil) (Album Version),classical,SUPREME BEINGS OF LEISURE,Catch Me,electronic,0.3397484303576958
TF-IDF correlation,2,Josh Groban,Let Me Fall (From Cirque du Soleil) (Album Version),classical,Charley Pride,Let The Chips Fall,country,0.31126615890510106
TF-IDF correlation,3,Josh Groban,Let Me Fall (From Cirque du Soleil) (Album Version),classical,Ruben Studdard,If Only For One Night,r&b/soul,0.2705499217891493
TF-IDF correlation,1,Josh Groban,Mi Mancherai (Il Postino) (Revised Live Version),classical,Il Divo,Come Primavera,classical,0.7300384525900399
TF-IDF correlation,2,Josh Groban,Mi Mancherai (Il Postino) (Revised Live Version),classical,Vinicio Capossela,Il Pugile Sentimentale ( Live ),folk,0.7163742956612739
TF-IDF correlation,3,Josh Groban,Mi Mancherai (Il Postino) (Revised Live Version),classical,Andrea Bocelli,Semplicemente (Canto Per Te),classical,0.7025696769425592
TF-IDF correlation,1,Josh Groban,My Confession (Album Version),classical,Martina McBride,Blessed,country,0.2832877444352127
TF-IDF correlation,2,Josh Groban,My Confession (Album Version),classical,Axel Rudi Pell,Beautiful Day,metal,0.27628380665497354
TF-IDF correlation,3,Josh Groban,My Confession (Album Version),classical,Hot Chip,Careful,electronic,0.2685638653825899
TF-IDF correlation,1,Josh Groban,Oceano (Revised Live Version),classical,Bluvertigo,Niente Per Scontato,electronic,0.8293011990468129
TF-IDF correlation,2,Josh Groban,Oceano (Revised Live Version),classical,Paul Potts,Mamma,classical,0.827728633540599
TF-IDF correlation,3,Josh Groban,Oceano (Revised Live Version),classical,Giusy Ferreri,La Scala (The Ladder),pop,0.81783164876474
TF-IDF correlation,1,Josh Groban,Remember When It Rained (Album Version),classical,Josh Groban,Remember When It Rained (Revised Live Version),classical,0.9999999999999982
TF-IDF correlation,2,Josh Groban,Remember When It Rained (Album Version),classical,Sentidos Opuestos,Oh Na Na Na,latin,0.41932698935959917
TF-IDF correlation,3,Josh Groban,Remember When It Rained (Album Version),classical,Kayah,Dla Niego,pop,0.41814257250205134
TF-IDF correlation,1,Josh Groban,Remember When It Rained (Revised Live Version),classical,Josh Groban,Remember When It Rained (Album Version),classical,0.9999999999999982
TF-IDF correlation,2,Josh Groban,Remember When It Rained (Revised Live Version),classical,Sentidos Opuestos,Oh Na Na Na,latin,0.41932698935959917
TF-IDF correlation,3,Josh Groban,Remember When It Rained (Revised Live Version),classical,Kayah,Dla Niego,pop,0.41814257250205134
TF-IDF correlation,1,Josh Groban,Smile,classical,Jonny Lang,My Love Remains,blues,0.356875062856322
TF-IDF correlation,2,Josh Groban,Smile,classical,Mary Black,By The Time It Gets Dark,folk,0.2713649534197413
TF-IDF correlation,3,Josh Groban,Smile,classical,Stoa,I Wish You Could Smile,classical,0.26767736628415595
TF-IDF correlation,1,Josh Groban,Solo Por Ti (Album Version),classical,Puerto Rican Power,Solo Con Un Beso,latin,0.5805987261116103
TF-IDF correlation,2,Josh Groban,Solo Por Ti (Album Version),classical,Carlos Baute,En nuestro aniversario,latin,0.5799203727959604
TF-IDF correlation,3,Josh Groban,Solo Por Ti (Album Version),classical,Frank Reyes,Que Voy A hacer Sin Tí,latin,0.5706755640500535
TF-IDF correlation,1,Josh Groban,Un Giorno Per Noi (Album Version),classical,Bluvertigo,Niente Per Scontato,electronic,0.7510156629359955
TF-IDF correlation,2,Josh Groban,Un Giorno Per Noi (Album Version),classical,RyanDan,Dentro Me,classical,0.7395937454884771
TF-IDF correlation,3,Josh Groban,Un Giorno Per Noi (Album Version),classical,Luciano Pavarotti,Che Gelida Manina,classical,0.7344120892156673
TF-IDF correlation,1,Josh Groban,Vincent (Starry_ Starry Night) (Album Version),classical,Steve Lukather,Never Ending Nights,rock,0.25229877283001473
TF-IDF correlation,2,Josh Groban,Vincent (Starry_ Starry Night) (Album Version),classical,Kenny Loggins,Set It Free,pop,0.2522255929545967
TF-IDF correlation,3,Josh Groban,Vincent (Starry_ Starry Night) (Album Version),classical,Seventh Day Slumber,Broken Buildings,rock,0.2485247106232678
TF-IDF correlation,1,Josh Groban,When You Say You Love Me (Album Version),classical,Ferry Corsten,It's Time,electronic,0.2883305323347231
TF-IDF correlation,2,Josh Groban,When You Say You Love Me (Album Version),classical,New Order,Bizarre Love Triangle,electronic,0.28596427135281105
TF-IDF correlation,3,Josh Groban,When You Say You Love Me (Album Version),classical,Deep Dish,Say Hello (Angello & Ingrosso Remix),electronic,0.2816851492881337
TF-IDF correlation,1,Josh Groban,You Raise Me Up (Album Version),classical,Russell Watson,You Raise Me Up,classical,0.9983611365895492
TF-IDF correlation,2,Josh Groban,You Raise Me Up (Album Version),classical,Suicide Commando,Raise Your God,electronic,0.3636800350504333
TF-IDF correlation,3,Josh Groban,You Raise Me Up (Album Version),classical,Katatonia,This Punishment,metal,0.36360205798926504
TF-IDF correlation,1,Josh Groban,Believe (Album Version),classical,Andrea Bocelli,I Believe,classical,0.3019852994714016
TF-IDF correlation,2,Josh Groban,Believe (Album Version),classical,Garbage,Stupid Girl,rock,0.28487698389963506
TF-IDF correlation,3,Josh Groban,Believe (Album Version),classical,Jamie Cullum,Where Is Your Heart At?,jazz,0.2835627038177026
TF-IDF correlation,1,Johnny Cash,Away In A Manger,classical,Kenny G,Away In A Manger,jazz,0.9716862420571368
TF-IDF correlation,2,Johnny Cash,Away In A Manger,classical,Current 93,Raio No Terrasu (Jesus Wept),electronic,0.4179234347650185
TF-IDF correlation,3,Johnny Cash,Away In A Manger,classical,Momus,Little Lord Obedience,electronic,0.333324861769187
TF-IDF correlation,1,Josh Groban,Cinema Paradiso (Se) (Album Version),classical,Sergio Cammariere,Oggi,jazz,0.8028908689131464
TF-IDF correlation,2,Josh Groban,Cinema Paradiso (Se) (Album Version),classical,Il Divo,La Promesa,classical,0.7588527294732859
TF-IDF correlation,3,Josh Groban,Cinema Paradiso (Se) (Album Version),classical,Andrea Bocelli,L'Attesa,classical,0.7560136616827091
TF-IDF correlation,1,David Crowder*Band,All Around Me,classical,Refused,Rather Be Dead,metal,0.31400266268937876
TF-IDF correlation,2,David Crowder*Band,All Around Me,classical,Godsmack,Asleep,folk,0.30636136981916223
TF-IDF correlation,3,David Crowder*Band,All Around Me,classical,Lo Fidelity Allstars,Will I Get Out Of Jail,electronic,0.2991082908803924
TF-IDF correlation,1,The Game,Black Opera,classical,Kurupt,Ho's A Housewife,hip hop,0.4107545782652962
TF-IDF correlation,2,The Game,Black Opera,classical,N.W.A.,The Dayz Of Wayback,hip hop,0.3908747666356332
TF-IDF correlation,3,The Game,Black Opera,classical,Immortal Technique,Crossing the Boundary,hip hop,0.3871145546083724
TF-IDF correlation,1,David Bowie,Baal's Hymn,classical,Anti-Flag,Captain Anarchy,punk,0.258545789839083
TF-IDF correlation,2,David Bowie,Baal's Hymn,classical,Johnny Cash,A Thing Called Love,country,0.25853065656656843
TF-IDF correlation,3,David Bowie,Baal's Hymn,classical,Charlotte Church,Joy To The World,classical,0.2574349284360425
TF-IDF correlation,1,Il Divo,Adagio,classical,Il Divo,Musica,classical,0.9484833645809869
TF-IDF correlation,2,Il Divo,Adagio,classical,Amici Forever,Adagio,classical,0.947491437480297
TF-IDF correlation,3,Il Divo,Adagio,classical,Gianmaria Testa,Il meglio di te,jazz,0.8139596266968582
TF-IDF correlation,1,Il Divo,Adeste Fideles,classical,Paul Potts,O Holy Night,classical,0.5023030535901081
TF-IDF correlation,2,Il Divo,Adeste Fideles,classical,Il Divo,O Holy Night,classical,0.42730324801244546
TF-IDF correlation,3,Il Divo,Adeste Fideles,classical,School Food Punishment,Flow,pop,0.40215329616118406
TF-IDF correlation,1,Il Divo,All By Myself (Solo Otra Vez),classical,Gilberto Santa Rosa,Amor Mio No Te Vayas,latin,0.66773007370017
TF-IDF correlation,2,Il Divo,All By Myself (Solo Otra Vez),classical,Genitallica,Otra Vez,latin,0.5307496113204276
TF-IDF correlation,3,Il Divo,All By Myself (Solo Otra Vez),classical,Reik,Sin Conocerte,pop,0.512543547084835
TF-IDF correlation,1,Il Divo,Amazing Grace,classical,Hayley Westenra,Amazing Grace,classical,0.9296111674057823
TF-IDF correlation,2,Il Divo,Amazing Grace,classical,Michael McDonald,Peace,r&b/soul,0.3083673331358964
TF-IDF correlation,3,Il Divo,Amazing Grace,classical,Snog,Playstation Blues,electronic,0.28124842208339623
TF-IDF correlation,1,Il Divo,Angelina,classical,Violadores del Verso,Cantando,hip hop,0.6082930674664307
TF-IDF correlation,2,Il Divo,Angelina,classical,El sueño de Morfeo,Sonrisa especial,latin,0.5940857173032589
TF-IDF correlation,3,Il Divo,Angelina,classical,Nach Scratch,Abre tu puerta (y cruza el universo),hip hop,0.5633497176388469
TF-IDF correlation,1,Il Divo,Ave Maria,classical,Il Divo,Come Primavera,classical,0.802885989064934
TF-IDF correlation,2,Il Divo,Ave Maria,classical,Frankie HI-NRG MC,Fili,rock,0.7682146198447859
TF-IDF correlation,3,Il Divo,Ave Maria,classical,Vittorio Grigolo,Roma Sogna,classical,0.763371650836546
TF-IDF correlation,1,Il Divo,Caruso,classical,Lara Fabian,Caruso,classical,0.950571142565779
TF-IDF correlation,2,Il Divo,Caruso,classical,Sergio Cammariere,La Canzone Dell' Impossibile,jazz,0.7945753628813466
TF-IDF correlation,3,Il Divo,Caruso,classical,Russell Watson,Nessun dorma!,classical,0.7902424760202247
TF-IDF correlation,1,Il Divo,Come Primavera,classical,Il Divo,Ave Maria,classical,0.8028859890649394
TF-IDF correlation,2,Il Divo,Come Primavera,classical,Raf,Passeggeri Distratti,latin,0.7553772298611363
TF-IDF correlation,3,Il Divo,Come Primavera,classical,Paul Potts,Tristesse,classical,0.7542185447350506
TF-IDF correlation,1,Il Divo,Dentro Un Altro Si,classical,Josh Groban,Oceano (Revised Live Version),classical,0.7435419439328944
TF-IDF correlation,2,Il Divo,Dentro Un Altro Si,classical,Le Luci Della Centrale Elettrica,Per combattere l'acne,folk,0.7396457850513297
TF-IDF correlation,3,Il Divo,Dentro Un Altro Si,classical,Caparezza,L'Età Dei Figuranti,hip hop,0.7358990980674177
TF-IDF correlation,1,Il Divo,En Aranjuez Con Tu Amor,classical,Amici Forever,Aranjuez Ma Pensee,classical,0.8931605198130813
TF-IDF correlation,2,Il Divo,En Aranjuez Con Tu Amor,classical,Loquillo Y Los Trogloditas,Hermanos de sangre (Rulot 05),rock,0.5942496151841836
TF-IDF correlation,3,Il Divo,En Aranjuez Con Tu Amor,classical,Jorge Drexler,No te creas,folk,0.590806039766836
TF-IDF correlation,1,Il Divo,Enamorado,classical,Camila,Alejate De Mi,latin,0.7029116094570566
TF-IDF correlation,2,Il Divo,Enamorado,classical,Illya Kuryaki And The Valderramas,Virgen De Riña,hip hop,0.6134230120451392
TF-IDF correlation,3,Il Divo,Enamorado,classical,Juanes,Volcan,latin,0.5612399428694586
